ST,State,County State,County,CoC Number,FIPS ID
ME,Maine,"Knox County, Maine",Knox,ME-500,23013
ME,Maine,"Lincoln County, Maine",Lincoln,ME-500,23015
ME,Maine,"Oxford County, Maine",Oxford,ME-500,23017
ME,Maine,"Penobscot County, Maine",Penobscot,ME-500,23019
ME,Maine,"Piscataquis County, Maine",Piscataquis,ME-500,23021
ME,Maine,"Sagadahoc County, Maine",Sagadahoc,ME-500,23023
ME,Maine,"Somerset County, Maine",Somerset,ME-500,23025
ME,Maine,"Waldo County, Maine",Waldo,ME-500,23027
ME,Maine,"Washington County, Maine",Washington,ME-500,23029
ME,Maine,"York County, Maine",York,ME-500,23031
MD,Maryland,"Allegany County, Maryland",Allegany,MD-500,24001
MD,Maryland,"Anne Arundel County, Maryland",Anne Arundel,MD-503,24003
MD,Maryland,"Baltimore city, Maryland",Baltimore city,MD-501,24510
MD,Maryland,"Baltimore County, Maryland",Baltimore,MD-505,24005
MD,Maryland,"Calvert County, Maryland",Calvert,MD-508,24009
MD,Maryland,"Caroline County, Maryland",Caroline,MD-511,24011
MD,Maryland,"Carroll County, Maryland",Carroll,MD-506,24013
MD,Maryland,"Cecil County, Maryland",Cecil,MD-507,24015
MD,Maryland,"Charles County, Maryland",Charles,MD-508,24017
MD,Maryland,"Dorchester County, Maryland",Dorchester,MD-511,24019
MD,Maryland,"Frederick County, Maryland",Frederick,MD-509,24021
MD,Maryland,"Garrett County, Maryland",Garrett,MD-510,24023
MD,Maryland,"Harford County, Maryland",Harford,MD-502,24025
MD,Maryland,"Howard County, Maryland",Howard,MD-504,24027
MD,Maryland,"Kent County, Maryland",Kent,MD-511,24029
MD,Maryland,"Montgomery County, Maryland",Montgomery,MD-601,24031
MD,Maryland,"Prince George's County, Maryland",Prince George's,MD-600,24033
MD,Maryland,"Queen Anne's County, Maryland",Queen Anne's,MD-511,24035
MD,Maryland,"Somerset County, Maryland",Somerset,MD-513,24037
MD,Maryland,"St. Mary's County, Maryland",St. Mary's,MD-508,24035
MD,Maryland,"Talbot County, Maryland",Talbot,MD-511,24037
MD,Maryland,"Washington County, Maryland",Washington,MD-512,24043
MD,Maryland,"Wicomico County, Maryland",Wicomico,MD-513,24045
MD,Maryland,"Worcester County, Maryland",Worcester,MD-513,24047
MA,Massachusetts,"Barnstable County, Massachusetts",Barnstable,MA-503,25001
MA,Massachusetts,"Berkshire County, Massachusetts",Berkshire,MA-507,25003
MA,Massachusetts,"Bristol County, Massachusetts",Bristol,MA-505,25005
MA,Massachusetts,"Bristol County, Massachusetts",Bristol,MA-515,25005
MA,Massachusetts,"Bristol County, Massachusetts",Bristol,MA-519,25005
MA,Massachusetts,"Dukes County, Massachusetts",Dukes,MA-503,25007
MA,Massachusetts,"Essex County, Massachusetts",Essex,MA-502,25009
MA,Massachusetts,"Essex County, Massachusetts",Essex,MA-510,25009
MA,Massachusetts,"Essex County, Massachusetts",Essex,MA-516,25009
MA,Massachusetts,"Franklin County, Massachusetts",Franklin,MA-507,25011
MA,Massachusetts,"Hampden County, Massachusetts",Hampden,MA-504,25013
MA,Massachusetts,"Hampshire County, Massachusetts",Hampshire,MA-507,25015
MA,Massachusetts,"Middlesex County, Massachusetts",Middlesex,MA-508,25017
MA,Massachusetts,"Middlesex County, Massachusetts",Middlesex,MA-509,25017
MA,Massachusetts,"Middlesex County, Massachusetts",Middlesex,MA-516,25017
MA,Massachusetts,"Middlesex County, Massachusetts",Middlesex,MA-516,25017
MA,Massachusetts,"Middlesex County, Massachusetts",Middlesex,(none),25017
MA,Massachusetts,"Middlesex County, Massachusetts",Middlesex,MA-516,25017
MA,Massachusetts,"Middlesex County, Massachusetts",Middlesex,MA-516,25017
MA,Massachusetts,"Middlesex County, Massachusetts",Middlesex,MA-517,25017
MA,Massachusetts,"Middlesex County, Massachusetts",Middlesex,MA-517,25017
MA,Massachusetts,"Nantucket County, Massachusetts",Nantucket,MA-503,25019
MA,Massachusetts,"Norfolk County, Massachusetts",Norfolk,MA-511,25021
MA,Massachusetts,"Norfolk County, Massachusetts",Norfolk,MA-511,25021
MA,Massachusetts,"Norfolk County, Massachusetts",Norfolk,MA-516,25021
MA,Massachusetts,"Norfolk County, Massachusetts",Norfolk,MA-516,25021
MA,Massachusetts,"Plymouth County, Massachusetts",Plymouth,MA-511,25023
MA,Massachusetts,"Suffolk County, Massachusetts",Suffolk,MA-500,25025
MA,Massachusetts,"Suffolk County, Massachusetts",Suffolk,MA-516,25025
MA,Massachusetts,"Worcester County, Massachusetts",Worcester,MA-506,25027
MA,Massachusetts ,"Hampden County, Massachusetts",Hampden,MA-504,25013
MI,Michigan,"Alcona County, Michigan",Alcona,MI-500,26001
MI,Michigan,"Alger County, Michigan",Alger,MI-513,26003
MI,Michigan,"Allegan County, Michigan",Allegan,MI-500,26005
MI,Michigan,"Alpena County, Michigan",Alpena,MI-500,26007
MI,Michigan,"Antrim County, Michigan",Antrim,MI-512,26009
MI,Michigan,"Arenac County, Michigan",Arenac,MI-500,26011
MI,Michigan,"Baraga County, Michigan",Baraga,MI-500,26013
MI,Michigan,"Barry County, Michigan",Barry,MI-500,26015
MI,Michigan,"Bay County, Michigan",Bay,MI-500,26017
MI,Michigan,"Benzie County, Michigan",Benzie,MI-512,26019
MI,Michigan,"Berrien County, Michigan",Berrien,MI-500,26021
MI,Michigan,"Branch County, Michigan",Branch,MI-500,26023
MI,Michigan,"Calhoun County, Michigan",Calhoun,MI-514,26025
MI,Michigan,"Cass County, Michigan",Cass,MI-500,26027
MI,Michigan,"Charlevoix County, Michigan",Charlevoix,MI-500,26029
MI,Michigan,"Cheboygan County, Michigan",Cheboygan,MI-500,26031
MI,Michigan,"Chippewa County, Michigan",Chippewa,MI-500,26033
MI,Michigan,"Clare County, Michigan",Clare,MI-500,26035
MI,Michigan,"Clinton County, Michigan",Clinton,MI-500,26037
MI,Michigan,"Crawford County, Michigan",Crawford,MI-500,26039
MI,Michigan,"Delta County, Michigan",Delta,MI-500,26041
MI,Michigan,"Dickinson County, Michigan",Dickinson,MI-500,26043
MI,Michigan,"Eaton County, Michigan",Eaton,MI-523,26045
MI,Michigan,"Emmet County, Michigan",Emmet,MI-500,26047
MI,Michigan,"Genesee County, Michigan",Genesee,MI-505,26049
MI,Michigan,"Gladwin County, Michigan",Gladwin,MI-500,26051
MI,Michigan,"Gogebic County, Michigan",Gogebic,MI-500,26053
MI,Michigan,"Grand Traverse County, Michigan",Grand Traverse,MI-512,26055
MI,Michigan,"Gratiot County, Michigan",Gratiot,MI-500,26057
MI,Michigan,"Hillsdale County, Michigan",Hillsdale,MI-500,26059
MI,Michigan,"Houghton County, Michigan",Houghton,MI-500,26061
MI,Michigan,"Huron County, Michigan",Huron,MI-500,26063
MI,Michigan,"Ingham County, Michigan",Ingham,MI-508,26065
MI,Michigan,"Ionia County, Michigan",Ionia,MI-500,26067
MI,Michigan,"Iosco County, Michigan",Iosco,MI-500,26069
MI,Michigan,"Iron County, Michigan",Iron,MI-500,26071
MI,Michigan,"Isabella County, Michigan",Isabella,MI-500,26073
MI,Michigan,"Jackson County, Michigan",Jackson,MI-517,26075
MI,Michigan,"Kalamazoo County, Michigan",Kalamazoo,MI-507,26077
MI,Michigan,"Kalkaska County, Michigan",Kalkaska,MI-512,26079
MI,Michigan,"Kent County, Michigan",Kent,MI-506,26081
MI,Michigan,"Keweenaw County, Michigan",Keweenaw,MI-500,26083
MI,Michigan,"Lake County, Michigan",Lake,MI-500,26085
MI,Michigan,"Lapeer County, Michigan",Lapeer,MI-500,26087
MI,Michigan,"Leelanau County, Michigan",Leelanau,MI-512,26089
MI,Michigan,"Lenawee County, Michigan",Lenawee,MI-511,26091
MI,Michigan,"Livingston County, Michigan",Livingston,MI-518,26093
MI,Michigan,"Luce County, Michigan",Luce,MI-500,26095
MI,Michigan,"Mackinac County, Michigan",Mackinac,MI-500,26097
MI,Michigan,"Macomb County, Michigan",Macomb,MI-503,26099
MI,Michigan,"Manistee County, Michigan",Manistee,MI-500,26101
MI,Michigan,"Marquette County, Michigan",Marquette,MI-513,26103
MI,Michigan,"Mason County, Michigan",Mason,MI-500,26105
MI,Michigan,"Mecosta County, Michigan",Mecosta,MI-500,26107
MI,Michigan,"Menominee County, Michigan",Menominee,MI-500,26109
MI,Michigan,"Midland County, Michigan",Midland,MI-500,26111
MI,Michigan,"Missaukee County, Michigan",Missaukee,MI-500,26113
MI,Michigan,"Monroe County, Michigan",Monroe,MI-515,26115
MI,Michigan,"Montcalm County, Michigan",Montcalm,MI-500,26117
MI,Michigan,"Montmorency County, Michigan",Montmorency,MI-500,26119
MI,Michigan,"Muskegon County, Michigan",Muskegon,MI-516,26121
MI,Michigan,"Newaygo County, Michigan",Newaygo,MI-500,26123
MI,Michigan,"Oakland County, Michigan",Oakland,MI-504,26125
MI,Michigan,"Oceana County, Michigan",Oceana,MI-500,26127
MI,Michigan,"Ogemaw County, Michigan",Ogemaw,MI-500,26129
MI,Michigan,"Ontonagon County, Michigan",Ontonagon,MI-500,26131
MI,Michigan,"Osceola County, Michigan",Osceola,MI-500,26133
MI,Michigan,"Oscoda County, Michigan",Oscoda,MI-500,26135
MI,Michigan,"Otsego County, Michigan",Otsego,MI-500,26137
MI,Michigan,"Ottawa County, Michigan",Ottawa,MI-519,26139
MI,Michigan,"Presque Isle County, Michigan",Presque Isle,MI-500,26141
MI,Michigan,"Roscommon County, Michigan",Roscommon,MI-500,26143
MI,Michigan,"Saginaw County, Michigan",Saginaw,MI-510,26145
MI,Michigan,"Sanilac County, Michigan",Sanilac,MI-500,26151
MI,Michigan,"Schoolcraft County, Michigan",Schoolcraft,MI-500,26153
MI,Michigan,"Shiawassee County, Michigan",Shiawassee,MI-500,26155
MI,Michigan,"St. Clair County, Michigan",St. Clair,MI-500,26147
MI,Michigan,"St. Joseph County, Michigan",St. Joseph,MI-500,26149
MI,Michigan,"Tuscola County, Michigan",Tuscola,MI-500,26157
MI,Michigan,"Van Buren County, Michigan",Van Buren,MI-500,26159
MI,Michigan,"Washtenaw County, Michigan",Washtenaw,MI-509,26161
MI,Michigan,"Wayne County, Michigan",Wayne,MI-501,26163
MI,Michigan,"Wayne County, Michigan",Wayne,MI-502,26163
MI,Michigan,"Wexford County, Michigan",Wexford,MI-500,26165
MN,Minnesota,"Aitkin County, Minnesota",Aitkin,MN-504,27001
MN,Minnesota,"Anoka County, Minnesota",Anoka,MN-503,27003
MN,Minnesota,"Becker County, Minnesota",Becker,MN-508,27005
MN,Minnesota,"Beltrami County, Minnesota",Beltrami,MN-506,27007
MN,Minnesota,"Benton County, Minnesota",Benton,MN-505,27009
MN,Minnesota,"Big Stone County, Minnesota",Big Stone,MN-511,27011
MN,Minnesota,"Blue Earth County, Minnesota",Blue Earth,MN-502,27013
MN,Minnesota,"Brown County, Minnesota",Brown,MN-502,27015
MN,Minnesota,"Carlton County, Minnesota",Carlton,MN-504,27017
MN,Minnesota,"Carver County, Minnesota",Carver,MN-503,27019
MN,Minnesota,"Cass County, Minnesota",Cass,MN-505,27021
MN,Minnesota,"Chippewa County, Minnesota",Chippewa,MN-511,27023
MN,Minnesota,"Chisago County, Minnesota",Chisago,MN-505,27025
MN,Minnesota,"Clay County, Minnesota",Clay,MN-508,27027
MN,Minnesota,"Clearwater County, Minnesota",Clearwater,MN-506,27029
MN,Minnesota,"Cook County, Minnesota",Cook,MN-504,27031
MN,Minnesota,"Cottonwood County, Minnesota",Cottonwood,MN-511,27033
MN,Minnesota,"Crow Wing County, Minnesota",Crow Wing,MN-505,27035
MN,Minnesota,"Dakota County, Minnesota",Dakota,MN-503,27037
MN,Minnesota,"Dodge County, Minnesota",Dodge,MN-502,27039
MN,Minnesota,"Douglas County, Minnesota",Douglas,MN-508,27041
MN,Minnesota,"Faribault County, Minnesota",Faribault,MN-502,27043
MN,Minnesota,"Fillmore County, Minnesota",Fillmore,MN-502,27045
MN,Minnesota,"Freeborn County, Minnesota",Freeborn,MN-502,27047
MN,Minnesota,"Goodhue County, Minnesota",Goodhue,MN-502,27049
MN,Minnesota,"Grant County, Minnesota",Grant,MN-508,27051
MN,Minnesota,"Hennepin County, Minnesota",Hennepin,MN-500,27053
MN,Minnesota,"Houston County, Minnesota",Houston,MN-502,27055
MN,Minnesota,"Hubbard County, Minnesota",Hubbard,MN-506,27057
MN,Minnesota,"Isanti County, Minnesota",Isanti,MN-505,27059
MN,Minnesota,"Itasca County, Minnesota",Itasca,MN-504,27061
MN,Minnesota,"Jackson County, Minnesota",Jackson,MN-511,27063
MN,Minnesota,"Kanabec County, Minnesota",Kanabec,MN-505,27065
MN,Minnesota,"Kandiyohi County, Minnesota",Kandiyohi,MN-511,27067
MN,Minnesota,"Kittson County, Minnesota",Kittson,MN-506,27069
MN,Minnesota,"Koochiching County, Minnesota",Koochiching,MN-504,27071
MN,Minnesota,"Lac qui Parle County, Minnesota",Lac qui Parle,MN-511,27073
MN,Minnesota,"Lake County, Minnesota",Lake,MN-504,27075
MN,Minnesota,"Lake of the Woods County, Minnesota",Lake of the Woods,MN-506,27077
MN,Minnesota,"Le Sueur County, Minnesota",Le Sueur,MN-502,27079
MN,Minnesota,"Lincoln County, Minnesota",Lincoln,MN-511,27081
MN,Minnesota,"Lyon County, Minnesota",Lyon,MN-511,27083
MN,Minnesota,"Mahnomen County, Minnesota",Mahnomen,MN-506,27087
MN,Minnesota,"Marshall County, Minnesota",Marshall,MN-506,27089
MN,Minnesota,"Martin County, Minnesota",Martin,MN-502,27091
MN,Minnesota,"McLeod County, Minnesota",McLeod,MN-511,27085
MN,Minnesota,"Meeker County, Minnesota",Meeker,MN-511,27093
MN,Minnesota,"Mille Lacs County, Minnesota",Mille Lacs,MN-505,27095
MN,Minnesota,"Morrison County, Minnesota",Morrison,MN-505,27097
MN,Minnesota,"Mower County, Minnesota",Mower,MN-502,27099
MN,Minnesota,"Murray County, Minnesota",Murray,MN-511,27101
MN,Minnesota,"Nicollet County, Minnesota",Nicollet,MN-502,27103
MN,Minnesota,"Nobles County, Minnesota",Nobles,MN-511,27105
MN,Minnesota,"Norman County, Minnesota",Norman,MN-506,27107
MN,Minnesota,"Olmsted County, Minnesota",Olmsted,MN-502,27109
MN,Minnesota,"Otter Tail County, Minnesota",Otter Tail,MN-508,27111
MN,Minnesota,"Pennington County, Minnesota",Pennington,MN-506,27113
MN,Minnesota,"Pine County, Minnesota",Pine,MN-505,27115
MN,Minnesota,"Pipestone County, Minnesota",Pipestone,MN-511,27117
MN,Minnesota,"Polk County, Minnesota",Polk,MN-506,27119
MN,Minnesota,"Pope County, Minnesota",Pope,MN-508,27121
MN,Minnesota,"Ramsey County, Minnesota",Ramsey,MN-501,27123
MN,Minnesota,"Red Lake County, Minnesota",Red Lake,MN-506,27125
MN,Minnesota,"Redwood County, Minnesota",Redwood,MN-511,27127
MN,Minnesota,"Renville County, Minnesota",Renville,MN-511,27129
MN,Minnesota,"Rice County, Minnesota",Rice,MN-502,27131
MN,Minnesota,"Rock County, Minnesota",Rock,MN-511,27133
MN,Minnesota,"Roseau County, Minnesota",Roseau,MN-506,27135
MN,Minnesota,"Scott County, Minnesota",Scott,MN-503,27139
MN,Minnesota,"Sherburne County, Minnesota",Sherburne,MN-505,27141
MN,Minnesota,"Sibley County, Minnesota",Sibley,MN-502,27143
MN,Minnesota,"St. Louis County, Minnesota",St. Louis,MN-509,27137
MN,Minnesota,"Stearns County, Minnesota",Stearns,MN-505,27145
MN,Minnesota,"Steele County, Minnesota",Steele,MN-502,27147
MN,Minnesota,"Stevens County, Minnesota",Stevens,MN-508,27149
MN,Minnesota,"Swift County, Minnesota",Swift,MN-511,27151
MN,Minnesota,"Todd County, Minnesota",Todd,MN-505,27153
MN,Minnesota,"Traverse County, Minnesota",Traverse,MN-508,27155
MN,Minnesota,"Wabasha County, Minnesota",Wabasha,MN-502,27157
MN,Minnesota,"Wadena County, Minnesota",Wadena,MN-508,27159
MN,Minnesota,"Waseca County, Minnesota",Waseca,MN-502,27161
MN,Minnesota,"Washington County, Minnesota",Washington,MN-503,27163
MN,Minnesota,"Watonwan County, Minnesota",Watonwan,MN-502,27165
MN,Minnesota,"Wilkin County, Minnesota",Wilkin,MN-508,27167
MN,Minnesota,"Winona County, Minnesota",Winona,MN-502,27169
MN,Minnesota,"Wright County, Minnesota",Wright,MN-505,27171
MN,Minnesota,"Yellow Medicine County, Minnesota",Yellow Medicine,MN-511,27173
MS,Mississippi,"Adams County, Mississippi",Adams,MS-501,28001
MS,Mississippi,"Alcorn County, Mississippi",Alcorn,MS-501,28003
MS,Mississippi,"Amite County, Mississippi",Amite,MS-501,28005
MS,Mississippi,"Attala County, Mississippi",Attala,MS-501,28007
MS,Mississippi,"Benton County, Mississippi",Benton,MS-501,28009
MS,Mississippi,"Bolivar County, Mississippi",Bolivar,MS-501,28011
MS,Mississippi,"Calhoun County, Mississippi",Calhoun,MS-501,28013
MS,Mississippi,"Carroll County, Mississippi",Carroll,MS-501,28015
MS,Mississippi,"Chickasaw County, Mississippi",Chickasaw,MS-501,28017
MS,Mississippi,"Choctaw County, Mississippi",Choctaw,MS-501,28019
MS,Mississippi,"Claiborne County, Mississippi",Claiborne,MS-501,28021
MS,Mississippi,"Clarke County, Mississippi",Clarke,MS-501,28023
MS,Mississippi,"Clay County, Mississippi",Clay,MS-501,28025
MS,Mississippi,"Coahoma County, Mississippi",Coahoma,MS-501,28027
MS,Mississippi,"Copiah County, Mississippi",Copiah,MS-500,28029
MS,Mississippi,"Covington County, Mississippi",Covington,MS-501,28031
MS,Mississippi,"DeSoto County, Mississippi",DeSoto,MS-501,28033
MS,Mississippi,"Forrest County, Mississippi",Forrest,MS-501,28035
MS,Mississippi,"Franklin County, Mississippi",Franklin,MS-501,28037
MS,Mississippi,"George County, Mississippi",George,MS-503,28039
MS,Mississippi,"Greene County, Mississippi",Greene,MS-501,28041
MS,Mississippi,"Grenada County, Mississippi",Grenada,MS-501,28043
MS,Mississippi,"Hancock County, Mississippi",Hancock,MS-503,28045
MS,Mississippi,"Harrison County, Mississippi",Harrison,MS-503,28047
MS,Mississippi,"Hinds County, Mississippi",Hinds,MS-500,28049
MS,Mississippi,"Holmes County, Mississippi",Holmes,MS-501,28051
MS,Mississippi,"Humphreys County, Mississippi",Humphreys,MS-501,28053
MS,Mississippi,"Issaquena County, Mississippi",Issaquena,MS-501,28055
MS,Mississippi,"Itawamba County, Mississippi",Itawamba,MS-501,28057
MS,Mississippi,"Jackson County, Mississippi",Jackson,MS-503,28059
MS,Mississippi,"Jasper County, Mississippi",Jasper,MS-501,28061
MS,Mississippi,"Jefferson County, Mississippi",Jefferson,MS-501,28063
MS,Mississippi,"Jefferson Davis County, Mississippi",Jefferson Davis,MS-501,28065
MS,Mississippi,"Jones County, Mississippi",Jones,MS-501,28067
MS,Mississippi,"Kemper County, Mississippi",Kemper,MS-501,28069
MS,Mississippi,"Lafayette County, Mississippi",Lafayette,MS-501,28071
MS,Mississippi,"Lamar County, Mississippi",Lamar,MS-501,28073
MS,Mississippi,"Lauderdale County, Mississippi",Lauderdale,MS-501,28075
MS,Mississippi,"Lawrence County, Mississippi",Lawrence,MS-501,28077
MS,Mississippi,"Leake County, Mississippi",Leake,MS-501,28079
MS,Mississippi,"Lee County, Mississippi",Lee,MS-501,28081
MS,Mississippi,"Leflore County, Mississippi",Leflore,MS-501,28083
MS,Mississippi,"Lincoln County, Mississippi",Lincoln,MS-501,28085
MS,Mississippi,"Lowndes County, Mississippi",Lowndes,MS-501,28087
MS,Mississippi,"Madison County, Mississippi",Madison,MS-500,28089
MS,Mississippi,"Marion County, Mississippi",Marion,MS-501,28091
MS,Mississippi,"Marshall County, Mississippi",Marshall,MS-501,28093
MS,Mississippi,"Monroe County, Mississippi",Monroe,MS-501,28095
MS,Mississippi,"Montgomery County, Mississippi",Montgomery,MS-501,28097
MS,Mississippi,"Neshoba County, Mississippi",Neshoba,MS-501,28099
MS,Mississippi,"Newton County, Mississippi",Newton,MS-501,28101
MS,Mississippi,"Noxubee County, Mississippi",Noxubee,MS-501,28103
MS,Mississippi,"Oktibbeha County, Mississippi",Oktibbeha,MS-501,28105
MS,Mississippi,"Panola County, Mississippi",Panola,MS-501,28107
MS,Mississippi,"Pearl River County, Mississippi",Pearl River,MS-503,28109
MS,Mississippi,"Perry County, Mississippi",Perry,MS-501,28111
MS,Mississippi,"Pike County, Mississippi",Pike,MS-501,28113
MS,Mississippi,"Pontotoc County, Mississippi",Pontotoc,MS-501,28115
MS,Mississippi,"Prentiss County, Mississippi",Prentiss,MS-501,28117
MS,Mississippi,"Quitman County, Mississippi",Quitman,MS-501,28119
MS,Mississippi,"Rankin County, Mississippi",Rankin,MS-500,28121
MS,Mississippi,"Scott County, Mississippi",Scott,MS-501,28123
MS,Mississippi,"Sharkey County, Mississippi",Sharkey,MS-501,28125
MS,Mississippi,"Simpson County, Mississippi",Simpson,MS-501,28127
MS,Mississippi,"Smith County, Mississippi",Smith,MS-501,28129
MS,Mississippi,"Stone County, Mississippi",Stone,MS-503,28131
MS,Mississippi,"Sunflower County, Mississippi",Sunflower,MS-501,28133
MS,Mississippi,"Tallahatchie County, Mississippi",Tallahatchie,MS-501,28135
MS,Mississippi,"Tate County, Mississippi",Tate,MS-501,28137
MS,Mississippi,"Tippah County, Mississippi",Tippah,MS-501,28139
MS,Mississippi,"Tishomingo County, Mississippi",Tishomingo,MS-501,28141
MS,Mississippi,"Tunica County, Mississippi",Tunica,MS-501,28143
MS,Mississippi,"Union County, Mississippi",Union,MS-501,28145
MS,Mississippi,"Walthall County, Mississippi",Walthall,MS-501,28147
MS,Mississippi,"Warren County, Mississippi",Warren,MS-500,28149
MS,Mississippi,"Washington County, Mississippi",Washington,MS-501,28151
MS,Mississippi,"Wayne County, Mississippi",Wayne,MS-501,28153
MS,Mississippi,"Webster County, Mississippi",Webster,MS-501,28155
MS,Mississippi,"Wilkinson County, Mississippi",Wilkinson,MS-501,28157
MS,Mississippi,"Winston County, Mississippi",Winston,MS-501,28159
MS,Mississippi,"Yalobusha County, Mississippi",Yalobusha,MS-501,28161
MS,Mississippi,"Yazoo County, Mississippi",Yazoo,MS-501,28163
MO,Missouri,"Adair County, Missouri",Adair,MO-606,29001
MO,Missouri,"Andrew County, Missouri",Andrew,MO-603,29003
MO,Missouri,"Atchison County, Missouri",Atchison,MO-606,29005
MO,Missouri,"Audrain County, Missouri",Audrain,MO-606,29007
MO,Missouri,"Barry County, Missouri",Barry,MO-606,29009
MO,Missouri,"Barton County, Missouri",Barton,MO-606,29011
MO,Missouri,"Bates County, Missouri",Bates,MO-606,29013
MO,Missouri,"Benton County, Missouri",Benton,MO-606,29015
MO,Missouri,"Bollinger County, Missouri",Bollinger,MO-606,29017
MO,Missouri,"Boone County, Missouri",Boone,MO-606,29019
MO,Missouri,"Buchanan County, Missouri",Buchanan,MO-603,29021
MO,Missouri,"Butler County, Missouri",Butler,MO-606,29023
MO,Missouri,"Caldwell County, Missouri",Caldwell,MO-606,29025
MO,Missouri,"Callaway County, Missouri",Callaway,MO-606,29027
MO,Missouri,"Camden County, Missouri",Camden,MO-606,29029
